time,Master1Paths4.timeDiff_FTA.ScaledTimeDiff:vector
4.47,0
4.48,0
4.49,0
4.5,0
4.51,0
4.52,0
4.53,0
4.54,0
4.55,0
4.56,0
4.57,0
4.58,0
4.59,0
4.6,0
4.61,0
4.62,0
4.63,0
4.64,0
4.65,0
4.66,0
4.67,0
4.68,0
4.69,0
4.7,0
4.71,0
4.72,0
4.73,0
4.74,0
4.75,0
4.76,0
4.77,0
4.78,0
4.79,0
4.8,0
4.81,0
4.82,0
4.83,0
4.84,0
4.85,0
4.86,0
4.87,0
4.88,0
4.89,0
4.9,0
4.91,0
4.92,0
4.93,0
4.94,0
4.95,0
4.96,0
4.97,0
4.98,0
4.99,0
5,0
5.01,0
5.02,0
5.03,0
5.04,0
5.05,0
5.06,0
5.07,0
5.08,0
5.09,0
5.1,0
5.11,0
5.12,0
5.13,0
5.14,0
5.15,0
5.16,0
5.17,0
5.18,0
5.19,0
5.2,0
5.21,0
5.22,0
5.23,0
5.24,0
5.25,0
5.26,0
5.27,0
5.28,0
5.29,0
5.3,0
5.31,0
5.32,0
5.33,0
5.34,0
5.35,0
5.36,0
5.37,0
5.38,0
5.39,0
5.4,0
5.41,0
5.42,0
5.43,0
5.44,0
5.45,0
5.46,0
5.47,0
5.48,0
5.49,0
5.5,0
5.51,0
5.52,0
5.53,0
5.54,0
5.55,0
5.56,0
5.57,0
5.58,0
5.59,0
5.6,0
5.61,0
5.62,0
5.63,0
5.64,0
5.65,0
5.66,0
5.67,0
5.68,0
5.69,0
5.7,0
5.71,0
5.72,0
5.73,0
5.74,0
5.75,0
5.76,0
5.77,0
5.78,0
5.79,0
5.8,0
5.81,0
5.82,0
5.83,0
5.84,0
5.85,0
5.86,0
5.87,0
5.88,0
5.89,0
5.9,0
5.91,0
5.92,0
5.93,0
5.94,0
5.95,0
5.96,0
5.97,0
5.98,0
5.99,0
6,0
6.01,0
6.02,0
6.03,0
6.04,0
6.05,0
6.06,0
6.07,0
6.08,0
6.09,0
6.1,0
6.11,0
6.12,0
6.13,0
6.14,0
6.15,0
6.16,0
6.17,0
6.18,0
6.19,0
6.2,0
6.21,0
6.22,0
6.23,0
6.24,0
6.25,0
6.26,0
6.27,0
6.28,0
6.29,0
6.3,0
6.31,0
6.32,0
6.33,0
6.34,0
6.35,0
6.36,0
6.37,0
6.38,0
6.39,0
6.4,0
6.41,0
6.42,0
6.43,0
6.44,0
6.45,0
6.46,0
6.47,0
6.48,0
6.49,0
6.5,0
6.51,0
6.52,0
6.53,0
6.54,0
6.55,0
6.56,0
6.57,0
6.58,0
6.59,0
6.6,0
6.61,0
6.62,0
6.63,0
6.64,0
6.65,0
6.66,0
6.67,0
6.68,0
6.69,0
6.7,0
6.71,0
6.72,0
6.73,0
6.74,0
6.75,0
6.76,0
6.77,0
6.78,0
6.79,0
6.8,0
6.81,0
6.82,0
6.83,0
6.84,0
6.85,0
6.86,0
6.87,0
6.88,0
6.89,0
6.9,0
6.91,0
6.92,0
6.93,0
6.94,0
6.95,0
6.96,0
6.97,0
6.98,0
6.99,0
7,0
7.01,0
7.02,0
7.03,0
7.04,0
7.05,0
7.06,0
7.07,0
7.08,0
7.09,0
7.1,0
7.11,0
7.12,0
7.13,0
7.14,0
7.15,0
7.16,0
7.17,0
7.18,0
7.19,0
7.2,0
7.21,0
7.22,0
7.23,0
7.24,0
7.25,0
7.26,0
7.27,0
7.28,0
7.29,0
7.3,0
7.31,0
7.32,0
7.33,0
7.34,0
7.35,0
7.36,0
7.37,0
7.38,0
7.39,0
7.4,0
7.41,0
7.42,0
7.43,0
7.44,0
7.45,0
7.46,0
7.47,0
7.48,0
7.49,0
7.5,0
7.51,0
7.52,0
7.53,0
7.54,0
7.55,0
7.56,0
7.57,0
7.58,0
7.59,0
7.6,0
7.61,0
7.62,0
7.63,0
7.64,0
7.65,0
7.66,0
7.67,0
7.68,0
7.69,0
7.7,0
7.71,0
7.72,0
7.73,0
7.74,0
7.75,0
7.76,0
7.77,0
7.78,0
7.79,0
7.8,0
7.81,0
7.82,0
7.83,0
7.84,0
7.85,0
7.86,0
7.87,0
7.88,0
7.89,0
7.9,0
7.91,0
7.92,0
7.93,0
7.94,0
7.95,0
7.96,0
7.97,0
7.98,0
7.99,0
8,0
8.01,0
8.02,0
8.03,0
8.04,0
8.05,0
8.06,0
8.07,0
8.08,0
8.09,0
8.1,0
8.11,0
8.12,0
8.13,0
8.14,0
8.15,0
8.16,0
8.17,0
8.18,0
8.19,0
8.2,0
8.21,0
8.22,0
8.23,0
8.24,0
8.25,0
8.26,0
8.27,0
8.28,0
8.29,0
8.3,0
8.31,0
8.32,0
8.33,0
8.34,0
8.35,0
8.36,0
8.37,0
8.38,0
8.39,0
8.4,0
8.41,0
8.42,0
8.43,0
8.44,0
8.45,0
8.46,0
8.47,0
8.48,0
8.49,0
8.5,0
8.51,0
8.52,0
8.53,0
8.54,0
8.55,0
8.56,0
8.57,0
8.58,0
8.59,0
8.6,0
8.61,0
8.62,0
8.63,0
8.64,0
8.65,0
8.66,0
8.67,0
8.68,0
8.69,0
8.7,0
8.71,0
8.72,0
8.73,0
8.74,0
8.75,0
8.76,0
8.77,0
8.78,0
8.79,0
8.8,0
8.81,0
8.82,0
8.83,6e-09
8.84,1.5e-08
8.85,2.5e-08
8.86,3.4e-08
8.87,4.4e-08
8.88,5.3e-08
8.89,6.2e-08
8.9,7.2e-08
8.91,8.1e-08
8.92,9.1e-08
8.93,1e-07
8.94,1.1e-07
8.95,1.19e-07
8.96,1.28e-07
8.97,1.37e-07
8.98,1.46e-07
8.99,1.55e-07
9,1.64e-07
9.01,1.74e-07
9.02,1.83e-07
9.03,1.92e-07
9.04,2.01e-07
9.05,2.1e-07
9.06,2.19e-07
9.07,2.28e-07
9.08,2.36e-07
9.09,2.41e-07
9.1,2.47e-07
9.11,2.52e-07
9.12,2.58e-07
9.13,2.63e-07
9.14,2.69e-07
9.15,2.74e-07
9.16,2.8e-07
9.17,2.86e-07
9.18,2.91e-07
9.19,2.97e-07
9.2,3.03e-07
9.21,3.05e-07
9.22,3.07e-07
9.23,3.09e-07
9.24,3.1e-07
9.25,3.12e-07
9.26,3.14e-07
9.27,3.16e-07
9.28,3.18e-07
9.29,3.2e-07
9.3,3.22e-07
9.31,3.24e-07
9.32,3.26e-07
9.33,3.26e-07
9.34,3.24e-07
9.35,3.23e-07
9.36,3.21e-07
9.37,3.19e-07
9.38,3.17e-07
9.39,3.15e-07
9.4,3.13e-07
9.41,3.11e-07
9.42,3.09e-07
9.43,3.07e-07
9.44,3.05e-07
9.45,3.03e-07
9.46,3e-07
9.47,2.98e-07
9.48,2.95e-07
9.49,2.92e-07
9.5,2.89e-07
9.51,2.86e-07
9.52,2.83e-07
9.53,2.81e-07
9.54,2.78e-07
9.55,2.75e-07
9.56,2.72e-07
9.57,2.69e-07
9.58,2.66e-07
9.59,2.63e-07
9.6,2.59e-07
9.61,2.55e-07
9.62,2.52e-07
9.63,2.48e-07
9.64,2.44e-07
9.65,2.41e-07
9.66,2.37e-07
9.67,2.34e-07
9.68,2.3e-07
9.69,2.26e-07
9.7,2.23e-07
9.71,2.2e-07
9.72,2.16e-07
9.73,2.12e-07
9.74,2.09e-07
9.75,2.05e-07
9.76,2.01e-07
9.77,1.98e-07
9.78,1.94e-07
9.79,1.9e-07
9.8,1.87e-07
9.81,1.83e-07
9.82,1.79e-07
9.83,1.78e-07
9.84,1.76e-07
9.85,1.75e-07
9.86,1.74e-07
9.87,1.73e-07
9.88,1.71e-07
9.89,1.7e-07
9.9,1.69e-07
9.91,1.67e-07
9.92,1.66e-07
9.93,1.65e-07
9.94,1.64e-07
9.95,1.62e-07
9.96,1.62e-07
9.97,1.62e-07
9.98,1.61e-07
9.99,1.61e-07
10,1.6e-07
10.01,1.6e-07
10.02,1.59e-07
10.03,1.59e-07
10.04,1.58e-07
10.05,1.58e-07
10.06,1.58e-07
10.07,1.58e-07
10.08,1.58e-07
10.09,1.58e-07
10.1,1.58e-07
10.11,1.58e-07
10.12,1.58e-07
10.13,1.58e-07
10.14,1.58e-07
10.15,1.58e-07
10.16,1.58e-07
10.17,1.58e-07
10.18,1.58e-07
10.19,1.58e-07
10.2,1.58e-07
10.21,1.58e-07
10.22,1.58e-07
10.23,1.58e-07
10.24,1.58e-07
10.25,1.58e-07
10.26,1.58e-07
10.27,1.58e-07
10.28,1.58e-07
10.29,1.58e-07
10.3,1.58e-07
10.31,1.58e-07
10.32,1.58e-07
10.33,1.58e-07
10.34,1.58e-07
10.35,1.58e-07
10.36,1.57e-07
10.37,1.57e-07
10.38,1.56e-07
10.39,1.56e-07
10.4,1.55e-07
10.41,1.54e-07
10.42,1.54e-07
10.43,1.53e-07
10.44,1.53e-07
10.45,1.52e-07
10.46,1.47e-07
10.47,1.43e-07
10.48,1.38e-07
10.49,1.34e-07
10.5,1.29e-07
10.51,1.24e-07
10.52,1.19e-07
10.53,1.15e-07
10.54,1.1e-07
10.55,1.05e-07
10.56,1.01e-07
10.57,9.5e-08
10.58,8.7e-08
10.59,7.8e-08
10.6,6.9e-08
10.61,6e-08
10.62,5.2e-08
10.63,4.3e-08
10.64,3.4e-08
10.65,2.5e-08
10.66,1.6e-08
10.67,8e-09
10.68,-1e-09
10.69,-9e-09
10.7,-1.7e-08
10.71,-2.5e-08
10.72,-3.3e-08
10.73,-4.2e-08
10.74,-5e-08
10.75,-5.9e-08
10.76,-6.7e-08
10.77,-7.6e-08
10.78,-8.4e-08
10.79,-9.2e-08
10.8,-1.01e-07
10.81,-1.09e-07
10.82,-1.13e-07
10.83,-1.27e-07
10.84,-1.51e-07
10.85,-1.75e-07
10.86,-1.99e-07
10.87,-2.24e-07
10.88,-2.48e-07
10.89,-2.72e-07
10.9,-2.96e-07
10.91,-3.2e-07
10.92,-3.44e-07
10.93,-3.68e-07
10.94,-3.91e-07
10.95,-4.15e-07
10.96,-4.49e-07
10.97,-4.81e-07
10.98,-5.14e-07
10.99,-5.48e-07
11,-5.81e-07
11.01,-6.14e-07
11.02,-6.47e-07
11.03,-6.8e-07
11.04,-7.13e-07
11.05,-7.46e-07
11.06,-7.79e-07
11.07,-8.12e-07
11.08,-8.34e-07
11.09,-8.47e-07
11.1,-8.6e-07
11.11,-8.73e-07
11.12,-8.87e-07
11.13,-9e-07
11.14,-9.13e-07
11.15,-9.27e-07
11.16,-9.4e-07
11.17,-9.53e-07
11.18,-9.66e-07
11.19,-9.75e-07
11.2,-9.7e-07
11.21,-9.9e-07
11.22,-1.01e-06
11.23,-1.03e-06
11.24,-1.051e-06
11.25,-1.071e-06
11.26,-1.092e-06
11.27,-1.113e-06
11.28,-1.133e-06
11.29,-1.154e-06
11.3,-1.174e-06
11.31,-1.194e-06
11.32,-1.214e-06
11.33,-1.229e-06
11.34,-1.24e-06
11.35,-1.252e-06
11.36,-1.263e-06
11.37,-1.275e-06
11.38,-1.287e-06
11.39,-1.298e-06
11.4,-1.31e-06
11.41,-1.321e-06
11.42,-1.333e-06
11.43,-1.345e-06
11.44,-1.355e-06
11.45,-1.364e-06
11.46,-1.343e-06
11.47,-1.321e-06
11.48,-1.3e-06
11.49,-1.279e-06
11.5,-1.258e-06
11.51,-1.237e-06
11.52,-1.216e-06
11.53,-1.194e-06
11.54,-1.173e-06
11.55,-1.152e-06
11.56,-1.13e-06
11.57,-1.106e-06
11.58,-1.08e-06
11.59,-1.052e-06
11.6,-1.025e-06
11.61,-9.98e-07
11.62,-9.71e-07
11.63,-9.45e-07
11.64,-9.18e-07
11.65,-8.91e-07
11.66,-8.64e-07
11.67,-8.37e-07
11.68,-8.11e-07
11.69,-7.83e-07
11.7,-7.56e-07
11.71,-7.3e-07
11.72,-7.03e-07
11.73,-6.77e-07
11.74,-6.51e-07
11.75,-6.25e-07
11.76,-5.99e-07
11.77,-5.73e-07
11.78,-5.47e-07
11.79,-5.21e-07
11.8,-4.95e-07
11.81,-4.68e-07
11.82,-4.41e-07
11.83,-4.15e-07
11.84,-3.9e-07
11.85,-3.67e-07
11.86,-3.44e-07
11.87,-3.22e-07
11.88,-2.99e-07
11.89,-2.76e-07
11.9,-2.54e-07
11.91,-2.31e-07
11.92,-2.08e-07
11.93,-1.86e-07
11.94,-1.63e-07
11.95,-1.4e-07
11.96,-1.21e-07
11.97,-1.06e-07
11.98,-9.1e-08
11.99,-7.7e-08
12,-6.3e-08
12.01,-4.9e-08
12.02,-3.4e-08
12.03,-2e-08
12.04,-6e-09
12.05,8e-09
12.06,2.2e-08
12.07,9e-09
12.08,-4e-09
12.09,-1.7e-08
12.1,-3e-08
12.11,-4.3e-08
12.12,-5.6e-08
12.13,-6.9e-08
12.14,-8.2e-08
12.15,-9.5e-08
12.16,-1.09e-07
12.17,-1.22e-07
12.18,-1.35e-07
12.19,-1.48e-07
12.2,-1.6e-07
12.21,-1.73e-07
12.22,-1.86e-07
12.23,-1.99e-07
12.24,-2.13e-07
12.25,-2.26e-07
12.26,-2.39e-07
12.27,-2.52e-07
12.28,-2.65e-07
12.29,-2.78e-07
12.3,-2.91e-07
12.31,-3.04e-07
12.32,-3.18e-07
12.33,-3.31e-07
12.34,-3.44e-07
12.35,-3.58e-07
12.36,-3.71e-07
12.37,-3.85e-07
12.38,-3.99e-07
12.39,-4.13e-07
12.4,-4.26e-07
12.41,-4.4e-07
12.42,-4.54e-07
12.43,-4.67e-07
12.44,-4.74e-07
12.45,-4.77e-07
12.46,-4.8e-07
12.47,-4.76e-07
12.48,-4.72e-07
12.49,-4.68e-07
12.5,-4.64e-07
12.51,-4.6e-07
12.52,-4.56e-07
12.53,-4.52e-07
12.54,-4.49e-07
12.55,-4.45e-07
12.56,-4.41e-07
12.57,-4.44e-07
12.58,-4.48e-07
12.59,-4.51e-07
12.6,-4.55e-07
12.61,-4.6e-07
12.62,-4.64e-07
12.63,-4.68e-07
12.64,-4.72e-07
12.65,-4.76e-07
12.66,-4.8e-07
12.67,-4.85e-07
12.68,-4.89e-07
12.69,-4.87e-07
12.7,-4.8e-07
12.71,-4.74e-07
12.72,-4.68e-07
12.73,-4.62e-07
12.74,-4.56e-07
12.75,-4.5e-07
12.76,-4.44e-07
12.77,-4.38e-07
12.78,-4.32e-07
12.79,-4.27e-07
12.8,-4.21e-07
12.81,-4.14e-07
12.82,-4.08e-07
12.83,-4.03e-07
12.84,-3.99e-07
12.85,-3.97e-07
12.86,-3.94e-07
12.87,-3.91e-07
12.88,-3.88e-07
12.89,-3.86e-07
12.9,-3.83e-07
12.91,-3.8e-07
12.92,-3.77e-07
12.93,-3.75e-07
12.94,-3.71e-07
12.95,-3.67e-07
12.96,-3.64e-07
12.97,-3.6e-07
12.98,-3.57e-07
12.99,-3.54e-07
13,-3.5e-07
13.01,-3.47e-07
13.02,-3.44e-07
13.03,-3.4e-07
13.04,-3.37e-07
13.05,-3.34e-07
13.06,-3.3e-07
13.07,-3.26e-07
13.08,-3.24e-07
13.09,-3.22e-07
13.1,-3.2e-07
13.11,-3.19e-07
13.12,-3.17e-07
13.13,-3.16e-07
13.14,-3.14e-07
13.15,-3.13e-07
13.16,-3.11e-07
13.17,-3.1e-07
13.18,-3.08e-07
13.19,-3.06e-07
13.2,-3.04e-07
13.21,-2.95e-07
13.22,-2.85e-07
13.23,-2.75e-07
13.24,-2.64e-07
13.25,-2.54e-07
13.26,-2.44e-07
13.27,-2.34e-07
13.28,-2.24e-07
13.29,-2.14e-07
13.3,-2.04e-07
13.31,-1.94e-07
13.32,-1.84e-07
13.33,-1.73e-07
13.34,-1.63e-07
13.35,-1.52e-07
13.36,-1.42e-07
13.37,-1.32e-07
13.38,-1.22e-07
13.39,-1.12e-07
13.4,-1.02e-07
13.41,-9.2e-08
13.42,-8.2e-08
13.43,-7.2e-08
13.44,-6.3e-08
13.45,-5.6e-08
13.46,-5e-08
13.47,-4.4e-08
13.48,-3.9e-08
13.49,-3.3e-08
13.5,-2.7e-08
13.51,-2.1e-08
13.52,-1.5e-08
13.53,-1e-08
13.54,-4e-09
13.55,2e-09
13.56,8e-09
13.57,1.4e-08
13.58,2.1e-08
13.59,2.7e-08
13.6,3.2e-08
13.61,3.7e-08
13.62,4.3e-08
13.63,4.8e-08
13.64,5.3e-08
13.65,5.9e-08
13.66,6.4e-08
13.67,6.9e-08
13.68,7.4e-08
13.69,8.1e-08
13.7,8.4e-08
13.71,8.6e-08
13.72,8.6e-08
13.73,8.6e-08
13.74,8.6e-08
13.75,8.5e-08
13.76,8.5e-08
13.77,8.5e-08
13.78,8.4e-08
13.79,8.4e-08
13.8,8.4e-08
13.81,8.3e-08
13.82,8.3e-08
13.83,8.3e-08
13.84,8.3e-08
13.85,8.1e-08
13.86,8e-08
13.87,7.8e-08
13.88,7.7e-08
13.89,7.5e-08
13.9,7.4e-08
13.91,7.2e-08
13.92,7.1e-08
13.93,6.9e-08
13.94,6.9e-08
13.95,6.8e-08
13.96,6.4e-08
13.97,6e-08
13.98,5.5e-08
13.99,5.1e-08
14,4.6e-08
14.01,4.2e-08
14.02,3.7e-08
14.03,3.3e-08
14.04,2.8e-08
14.05,2.4e-08
14.06,2e-08
14.07,1.7e-08
14.08,1.5e-08
14.09,1.5e-08
14.1,1.7e-08
14.11,1.8e-08
14.12,2e-08
14.13,2.1e-08
14.14,2.3e-08
14.15,2.4e-08
14.16,2.6e-08
14.17,2.7e-08
14.18,2.9e-08
14.19,3.1e-08
14.2,3.3e-08
14.21,3.4e-08
14.22,3.6e-08
14.23,3.7e-08
14.24,3.9e-08
14.25,4e-08
14.26,4.1e-08
14.27,4.3e-08
14.28,4.4e-08
14.29,4.6e-08
14.3,4.7e-08
14.31,4.9e-08
14.32,5e-08
14.33,5.2e-08
14.34,5.4e-08
14.35,5.5e-08
14.36,5.6e-08
14.37,5.7e-08
14.38,5.9e-08
14.39,6e-08
14.4,6.1e-08
14.41,6.2e-08
14.42,6.3e-08
14.43,6.4e-08
14.44,6.7e-08
14.45,6.9e-08
14.46,7e-08
14.47,7.1e-08
14.48,7.2e-08
14.49,7.3e-08
14.5,7.4e-08
14.51,7.5e-08
14.52,7.6e-08
14.53,7.7e-08
14.54,7.8e-08
14.55,7.9e-08
14.56,8.1e-08
14.57,8.2e-08
14.58,8.4e-08
14.59,8.6e-08
14.6,8.7e-08
14.61,8.9e-08
14.62,9e-08
14.63,9.1e-08
14.64,9.3e-08
14.65,9.4e-08
14.66,9.5e-08
14.67,9.6e-08
14.68,9.8e-08
14.69,1e-07
14.7,1.01e-07
14.71,9.5e-08
14.72,8.9e-08
14.73,8.2e-08
14.74,7.6e-08
14.75,6.9e-08
14.76,6.3e-08
14.77,5.6e-08
14.78,5e-08
14.79,4.3e-08
14.8,3.7e-08
14.81,3e-08
14.82,2.4e-08
14.83,1.8e-08
14.84,1.2e-08
14.85,5e-09
14.86,-1e-09
14.87,-8e-09
14.88,-1.4e-08
14.89,-2.1e-08
14.9,-2.7e-08
14.91,-3.4e-08
14.92,-4e-08
14.93,-4.7e-08
14.94,-5.3e-08
14.95,-5.9e-08
14.96,-6.5e-08
14.97,-7e-08
14.98,-7.5e-08
14.99,-8.1e-08
15,-8.7e-08
15.01,-9.3e-08
15.02,-9.8e-08
15.03,-1.04e-07
15.04,-1.1e-07
15.05,-1.15e-07
15.06,-1.21e-07
15.07,-1.21e-07
15.08,-1.22e-07
15.09,-1.23e-07
15.1,-1.24e-07
15.11,-1.25e-07
15.12,-1.27e-07
15.13,-1.28e-07
15.14,-1.29e-07
15.15,-1.3e-07
15.16,-1.31e-07
15.17,-1.33e-07
15.18,-1.34e-07
15.19,-1.37e-07
15.2,-1.43e-07
15.21,-1.5e-07
15.22,-1.57e-07
15.23,-1.64e-07
15.24,-1.71e-07
15.25,-1.79e-07
15.26,-1.86e-07
15.27,-1.93e-07
15.28,-2e-07
15.29,-2.08e-07
15.3,-2.15e-07
15.31,-2.22e-07
15.32,-2.33e-07
15.33,-2.44e-07
15.34,-2.55e-07
15.35,-2.67e-07
15.36,-2.78e-07
15.37,-2.9e-07
15.38,-3.01e-07
15.39,-3.12e-07
15.4,-3.24e-07
15.41,-3.35e-07
15.42,-3.47e-07
15.43,-3.58e-07
15.44,-3.63e-07
15.45,-3.65e-07
15.46,-3.67e-07
15.47,-3.69e-07
15.48,-3.71e-07
15.49,-3.74e-07
15.5,-3.76e-07
15.51,-3.79e-07
15.52,-3.81e-07
15.53,-3.84e-07
15.54,-3.86e-07
15.55,-3.89e-07
15.56,-3.9e-07
15.57,-3.83e-07
15.58,-3.77e-07
15.59,-3.7e-07
15.6,-3.64e-07
15.61,-3.58e-07
15.62,-3.52e-07
15.63,-3.45e-07
15.64,-3.39e-07
15.65,-3.33e-07
15.66,-3.27e-07
15.67,-3.21e-07
15.68,-3.14e-07
15.69,-3.08e-07
15.7,-3.01e-07
15.71,-2.95e-07
15.72,-2.88e-07
15.73,-2.82e-07
15.74,-2.76e-07
15.75,-2.69e-07
15.76,-2.63e-07
15.77,-2.57e-07
15.78,-2.51e-07
15.79,-2.45e-07
15.8,-2.39e-07
15.81,-2.32e-07
15.82,-2.23e-07
15.83,-2.14e-07
15.84,-2.05e-07
15.85,-1.97e-07
15.86,-1.88e-07
15.87,-1.8e-07
15.88,-1.72e-07
15.89,-1.63e-07
15.9,-1.55e-07
15.91,-1.47e-07
15.92,-1.38e-07
15.93,-1.3e-07
15.94,-1.2e-07
15.95,-1.13e-07
15.96,-1.1e-07
15.97,-1.07e-07
15.98,-1.04e-07
15.99,-1.01e-07
16,-9.8e-08
16.01,-9.5e-08
16.02,-9.2e-08
16.03,-9e-08
16.04,-8.7e-08
16.05,-8.4e-08
16.06,-8e-08
16.07,-7.7e-08
16.08,-7.1e-08
16.09,-6.5e-08
16.1,-5.9e-08
16.11,-5.4e-08
16.12,-4.8e-08
16.13,-4.2e-08
16.14,-3.6e-08
16.15,-3.1e-08
16.16,-2.5e-08
16.17,-1.9e-08
16.18,-1.3e-08
16.19,-6e-09
16.2,1e-09
16.21,5e-09
16.22,1.1e-08
16.23,1.5e-08
16.24,2e-08
16.25,2.5e-08
16.26,2.9e-08
16.27,3.4e-08
16.28,3.9e-08
16.29,4.3e-08
16.3,4.8e-08
16.31,5.2e-08
16.32,4.8e-08
16.33,4.4e-08
16.34,4e-08
16.35,3.5e-08
16.36,3e-08
16.37,2.5e-08
16.38,2e-08
16.39,1.5e-08
16.4,1e-08
16.41,5e-09
